L'Trimm - Cars with the Boom
La Arrolladora Banda el Limon de Rene Ca - Que Me Vas a Dar?
La Bouche - Be My Lover
La Bouche - Fallin' in Love
La Bouche - Sweet Dreams
La Differenzia - Linda Chaparrita
LA Guns - Ballad of Jayne, The
La Ley - Mentira
La Ley - El Duelo (unplugged)
La Mosca Tse Tse - Para No Verte Mas
La Oreja de Van Gogh - Deseos de Cosas Imposibles
La Oreja de Van Gogh - Puedes Contar Conmigo
La Oreja de Van Gogh - Rosas
La Roux - Quicksand
La Roux - In for the Kill
La Roux - Bulletproof
La Secta Allstar - Dame Lo Que Quieras
La Tropa F - Lagrimas
La's, The - There She Goes
LaBelle, Patti - On My Own [w/Michael McDonald]
Labelle, Patti - Superlover
LaBelle, Patti - When You Talk About Love
LaBelle, Patti - When You've Been Blessed
LaBelle, Patti - New Day
LaBelle, Patti - New Attitude
LaBelle, Patti - Ain't No Way [w/Mary J Blige]
LaBelle, Patti - If Only You Knew
LaBelle, Patti - If You Don't Know Me By Now
LaBelle, Patti - Lady Marmalade
LaBelle, Patti - Love, Need and Want You
LaBelle, Patti - My Love, Sweet Love
Labrinth - Express Yourself
Labrinth - Last Time
Labrinth - Earthquake [w/Tinie Tempah]
Labrinth - Beneath Your Beautiful [w/Emeli Sande]
Labrinth - Treatment
Lace - I Want a Man
Lachey, Nick -  see also  98 Degrees 
Lachey, Nick - Where You Are [w/Jessica Simpson]
Lachey, Nick - What's Left of Me
Lachey, Nick - I Can't Hate You Anymore
Lady Antebellum - We Owned the Night
Lady Antebellum - Wanted You More [duet version]
Lady Antebellum - Need You Now
Lady Antebellum - Love Don't Live Here
Lady Antebellum - Looking for a Good Time
Lady Antebellum - Kiss Me Slowly [w/Parachute]
Lady Antebellum - Just a Kiss
Lady Antebellum - I Was Here
Lady Antebellum - I Run to You
Lady Antebellum - Hello World
Lady Antebellum - American Honey
Lady Antebellum - Friday Night
Lady Gaga - Poker Face
Lady Gaga - Paper Gangsta
Lady Gaga - Paparazzi
Lady Gaga - Marry the Night
Lady Gaga - Love Game
Lady Gaga - Queen, The
Lady Gaga - ScheiBe
Lady Gaga - Speechless
Lady Gaga - Teeth
Lady Gaga - Telephone [w/Beyonce]
Lady Gaga - You and I
Lady Gaga - You and I [w/Brian May]
Lady Gaga - Monster
Lady Gaga - Just Dance [duet version w/Coby O'Donis]
Lady Gaga - Just Dance
Lady Gaga - Judas
Lady Gaga - Alejandro
Lady Gaga - Americano
Lady Gaga - Applause
Lady Gaga - Bad Romance
Lady Gaga - Born This Way
Lady Gaga - Boys Boys Boys
Lady Gaga - Chillin [w/Wale]
Lady Gaga - Edge of Glory, The
Lady Gaga - Eh Eh (Nothing Else I Can Say)
Lady Gaga - I Like It Rough
Lady Gaga - Hair
Lady Gaga - Fashion of His Love
Lady Gaga - Fashion
Lady Gaga - Fame, The
Lady Gaga - Electric Chapel
Laine, Frankie - Woman in Love, A
Laine, Frankie - Rawhide
Laine, Frankie - Rain Rain Rain
Laine, Frankie - Making Memories
Laine, Frankie - Jezebel
Laine, Frankie - High Noon
Laine, Frankie - Cool Water
Laine, Frankie - Answer Me
Lake Side - Fantastic Voyage (Part 1)
Lake Side - Fantastic Voyage (Part 2)
Lake, Greg - I Believe in Father Christmas
Lake, Madina - Let's Get Outta Here
Lamar, Holly - These Are the Days
Lamar, Kendrick - Give It 2 U [w/Robin Thicke]
Lamar, Kendrick - Swimming Pools (Drank)
Lambert, Adam - Better than I Know Myself
Lambert, Adam - Whataya Want from Me
Lambert, Adam - Want
Lambert, Adam - Never Close Our Eyes
Lambert, Miranda - Over You
Lambert, Miranda - New Strings
Lambert, Miranda - More Like Her
