E-40 - U and Dat [w/T-Pain & Kandi Girl]
Ethnic - Irish - Goodnight Irene
Ethnic - Irish - Gypsy Rover
Ethnic - Irish - Harrigan
Ethnic - Irish - I'll Take You Home Again Kathleen
Ethnic - Irish - Irish Molly O'
Ethnic - Irish - Irish Rover
Ethnic - Italian - Santa Lucia
Ethnic - Italian - Speak Softly, Love (Godfather Theme)
Ethnic - Italian - Tarantella
Ethnic - Italian - That's Amore
Ethnic - Italian - That's Amore [Dean Martin]
Ethnic - Italian - Torna a Surrento
Ethnic - Italian - Tu Es Foutu [In-Grid]
Ethnic - Italian - Volare [Dean Martin]
Ethnic - Italian - O Sole Mio
Ethnic - Italian - Nel Blu Dipinto Di Blu
Ethnic - Italian - Mama
Ethnic - Italian - Al Di La
Ethnic - Italian - Al Maria
Ethnic - Italian - Bella Senz Anima
Ethnic - Italian - Buono Sera [Dean Martin]
Ethnic - Italian - Caruso
Ethnic - Italian - Che Sara
Ethnic - Italian - Funiculi Funicula
Ethnic - Italian - Mala Femina
Ethnic - Jewish - Jerushalayim Shel Zahav
Ethnic - Jewish - Oif n' Pripitchok
Ethnic - Jewish - Ose Shalom
Ethnic - Jewish - Rojenkes Mit Mandlin
Ethnic - Jewish - Shalom Aleichem
Ethnic - Jewish - Siman Tov
Ethnic - Jewish - Tzena
Ethnic - Jewish - Haveinu Shalom Aleichem
Ethnic - Jewish - Hava Nagila (Havah Nagilah)
Ethnic - Jewish - Adon Olam
Ethnic - Jewish - Al Kol Eleh
Ethnic - Jewish - Dayenu
Ethnic - Jewish - Dreydl, The
Ethnic - Jewish - Hallelujah
Ethnic - Jewish - Hanukah Medley
Ethnic - Jewish - Hatikva
Ethnic - Scottish - Top of the Pops [The Rezillos]
Ethnic - Scottish - Sunshine on Leith [Proclaimers]
Ethnic - Scottish - One Day at a Time [Lena Martell]
Ethnic - Scottish - My Favourite Waste of Time [Owen Paul]
Ethnic - Scottish - Letter From America [Proclaimers]
Ethnic - Scottish - I'm Gonna Be (500 Miles) [Proclaimers]
Ethnic - Scottish - Folding Stars [Biffy Clyro]
Ethnic - Scottish - Auld Lang Syne
Ethnic - Scottish -  see also  Wet Wet Wet 
Ethnic - Scottish -  see also  Del Amitri 
Ethnic - Spanish (more under individual artists) - Manuelle, Victor - El Tonto Que No Te Olvido
Ethnic - Spanish (more under individual artists) - Manuelle, Victor - Como Duele
