U2 - With or Without You
U2 - Stay (Faraway So Close!)
U2 - Staring at the Sun
U2 - Sometimes You Can't Make It on Your Own
U2 - Sgt. Pepper's Lonely Hearts Club Band [w/Paul McCartney]
U2 - Saints Are Coming, The [w/Green Day]
U2 - Pride (In the Name of Love)
U2 - Please
U2 - Original of the Species
U2 - One [w/Mary J Blige]
U2 - One
U2 - New Year's Day
U2 - Stuck in a Moment You Can't Get Out Of
U2 - Sunday Bloody Sunday
U2 - Sweetest Thing, The
U2 - Window in the Skies
U2 - Wild Honey
U2 - Who's Gonna Ride Your Wild Horses
U2 - Where the Streets Have No Name
U2 - When the Stars Go Blue [Bono w/the Corrs]
U2 - When Love Comes to Town [w/B.B. King]
U2 - Walk On
U2 - Vertigo
U2 - Until the End of the World
U2 - Unforgettable Fire, The
U2 - Take Me to the Clouds Above [LMC remix of with or W/o You]
U2 - New Day [Wyclef Jean & Bono]
U2 - Mysterious Ways
U2 - All Along the Watchtower
U2 - Even Better than the Real Thing
U2 - Elevation
U2 - Electrical Storm
U2 - Discotheque
U2 - Desire
U2 - City of Blinding Lights
U2 - Beautiful Day
U2 - Bad
U2 - Angel of Harlem
U2 - All I Want Is You
U2 - All Because of You
U2 - Fly, The
U2 - Get on Your Boots
U2 - Ground Beneath Her Feet, The
U2 - Mothers of the Disappeared
U2 - Magnificent
U2 - Lemon
U2 - Last Night on Earth
U2 - I've Got You Under My Skin [Sinatra & Bono duet]
U2 - In Gods Country
U2 - In a Little While
U2 - I Will Follow
U2 - I Still Haven't Found What I'm Looking For
U2 - Hold Me, Thrill Me, Kiss Me, Kill Me
U2 - Helter Skelter
U2 - Hands That Built America, The
UB40 - Red Red Wine
UB40 - Rat in Mi Kitchen
UB40 - One in Ten
UB40 - Many Rivers to Cross
UB40 - Light My Fire
UB40 - Red Red Wine (extended mix)
UB40 - Sing Our Song
UB40 - Swing Low Sweet Chariot
UB40 - Tears in My Eyes
UB40 - Tell Me It's True
UB40 - Train Is Coming, The
UB40 - Until My Dying Day
UB40 - Way You Do the Things You Do, The
UB40 - Kingston Town
UB40 - King
UB40 - Can't Help Falling in Love
UB40 - Cherry Oh Baby
UB40 - Come Back Darling
UB40 - Don't Break My Heart
UB40 - Earth Dies Screaming, The
UB40 - Food for Thought
UB40 - Here I Am (Come and Take Me)
UB40 - Higher Ground
UB40 - Homely Girl
UB40 - I Got You Babe [w/Chrissie Hynde]
UB40 - If It Happens Again
UB40 - I'll Be Your Baby Tonight [w/Robert Palmer]
UB40 - Breakfast in Bed [w/Chrissie Hynde]
Ubago, Alex - Aunque No Te Pueda Ver
UFO - Doctor, Doctor
UGK - Big Pimpin' [w/Jay-Z]
UGK - International Player's Anthem (I Choose You) [w/Outkast]
Ugly Kid Joe - Cat's in the Cradle
Ugly Kid Joe - Everything About You
Ugly Kid Joe - Neighbor
Ullman, Tracy - They Don't Know
Ultra Nate - New Kind of Medicine
Ultra Nate - Found a Cure
Ultrabeat - Feelin' Fine
Ultrabeat - Pretty Green Eyes
Ultravox - Voice, The
Ultravox - Vienna
Ultravox - Hymn
Ultravox - Dancing with Tears in My Eyes
Ultravox - All Stood Still
Ultravox -  see also  Ure, Midge 
Umboza - Sunshine
Uncle Kracker - When the Sun Goes Down [w/Kenny Chesney]
Uncle Kracker - Rescue
Uncle Kracker - Memphis Soul Song
Uncle Kracker - In a Little While
Uncle Kracker - Good to Be Me [w/Kid Rock]
Uncle Kracker - Follow Me
Uncle Kracker - Drift Away [w/Dobie Gray]
Undertones - My Perfect Cousin
Undertones - Teenage Kicks
Underwood, Carrie - Remind Me [w/Brad Paisley]
Underwood, Carrie - Oh Love [w/Brad Paisley]
Underwood, Carrie - Night Before (Life Goes On), The
Underwood, Carrie - More Boys I Meet, The
Underwood, Carrie - Mama's Song
Underwood, Carrie - Lessons Learned
Underwood, Carrie - So Small
Underwood, Carrie - Some Hearts
Underwood, Carrie - Starts with Goodbye
Underwood, Carrie - Temporary Home
Underwood, Carrie - Undo It
Underwood, Carrie - Wasted
Underwood, Carrie - We're Young & Beautiful
Underwood, Carrie - Whenever You Remember
Underwood, Carrie - Last Name
Underwood, Carrie - Just a Dream
Underwood, Carrie - Jesus, Take the Wheel
Underwood, Carrie - All American Girl
Underwood, Carrie - Before He Cheats
Underwood, Carrie - Change
Underwood, Carrie - Cowboy Cassanova
Underwood, Carrie - Crazy Dreams
Underwood, Carrie - Don't Forget to Remember Me
Underwood, Carrie - Flat on the Floor
Underwood, Carrie - Good Girl
Underwood, Carrie - Home Sweet Home
Underwood, Carrie - I Just Can't Live a Lie
Underwood, Carrie - I Told You So
Underwood, Carrie - I'll Stand By You
